Year,Block_Num,Treatment,EcolState,Shrub_Encroach,AMAL,AMPA,APRA,ARAD,ARPU9,ASNU4,ATCA2,BAAB,BAMU,BOAR,BOBA2,BOER4,BOWR,CHAL11,CHAMA15,CHIN2,CHSO,CIOC2,CRYPT,CYRE14,DALA3,DAPU7,DEPI,DIWI2,ECCR,ERAB2,ERAGR,ERDI4,Fuzzy_Bluegrass,GUSA2,HEPE,HOFFM,HOHU,HYWI,IPCO2,KALLS,LACO13,LACTU,LEPAB,LIAU4,MAPI,MOCE,MOVE,MUPO2,MUSQ,NAHI,PAHI5,PASP,PECTI,PLPA2,PORTU,PRGL2,RUME2,SPAN3,SPIN2,SPORO,TILA2,UNK,UNK_DICOT,UNK_MONO,URAR,VEEN,VUOC
2020,1,Control,600,High,0,0,0,0,0,0,0,0,283.286119,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,2266.288952,0,0,283.286119,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.144476,0,0,0,0,1133.144476,1133.144476,0,0,0,1416.430595,0,849.8583569,566.572238,0,0,0,0
2020,1,Herbicide,600,High,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,15297.45042,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,2266.288952,0,0,0,0,0,283.286119,0,0,0,3966.005666,0,2266.288952,1133.144476,0,0,0,0
2020,2,Control,600,High,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,0,0,0,2549.575071,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,566.572238,0,0,1416.430595,0,0,0,0,0,0,0,0,0,2832.86119,0,849.8583569,566.572238,283.286119,0,0,0
2020,2,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232.294618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966.005666,0,0,0,0,0,0,0,0,0,3399.433428,0,1416.430595,283.286119,283.286119,283.286119,0,0
2020,3,Control,400,Medium,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,2832.86119,0,0,0,0,0,0,0,0,283.286119,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,2832.86119,0,0,0,0,0,0,0,0,0,3966.005666,0,2549.575071,566.572238,0,0,0,0
2020,3,Herbicide,400,Medium,0,0,0,0,0,0,283.286119,0,283.286119,0,0,0,0,0,0,0,0,0,2266.288952,0,283.286119,0,283.286119,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249.291785,0,283.286119,0,0,0,283.286119,0,0,0,1699.716714,0,2549.575071,1699.716714,283.286119,0,0,283.286119
2020,4,Control,400,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6798.866856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,1416.430595,0,0,0,0,0,0,0,0,0,3682.719547,0,849.8583569,1983.002833,0,283.286119,0,0
2020,4,Herbicide,400,Medium,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,4532.577904,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,283.286119,0,0,0,0,0,0,0,0,0,5382.436261,0,2266.288952,849.8583569,283.286119,0,0,0
2020,8,Control,400,Medium,0,283.286119,0,0,0,0,0,0,283.286119,0,0,283.286119,0,283.286119,0,0,0,0,1699.716714,0,0,0,1133.144476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8215.29745,0,0,0,13881.01983,283.286119,0,0,0,0,2266.288952,0,3399.433428,849.8583569,283.286119,0,0,0
2020,8,Herbicide,400,Medium,0,0,566.572238,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,4532.577904,0,0,0,283.286119,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17847.0255,0,0,283.286119,9065.155807,283.286119,0,0,0,0,4815.864023,0,9065.155807,849.8583569,1133.144476,0,0,0
2020,9,Control,400,Medium,0,0,0,0,0,0,0,0,1133.144476,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,283.286119,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966.005666,0,0,0,0,0,0,0
2020,9,Herbicide,400,Medium,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.430595,0,0,0,0,0,0,0,0,0,3116.147309,0,849.8583569,1133.144476,283.286119,0,0,0
2020,10,Control,100,Low,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,283.286119,0,0,0,0,566.572238,0,0,0,2266.288952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7932.011331,0,0,0,0,0,0,0,0,0,4249.291785,0,1416.430595,1133.144476,283.286119,0,0,0
2020,10,Herbicide,100,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9631.728045,0,0,0,0,0,0,283.286119,0,283.286119,2832.86119,0,849.8583569,1416.430595,283.286119,0,0,0
2020,11,Control,400,Medium,0,0,0,0,0,0,0,0,849.8583569,0,0,0,283.286119,0,0,0,0,0,11048.15864,0,0,0,283.286119,0,0,0,0,849.8583569,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,5099.150142,0,0,0,566.572238,0,0,0,0,0,7365.439093,0,4532.577904,2549.575071,849.8583569,0,0,283.286119
2020,11,Herbicide,400,Medium,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,566.572238,0,0,0,13881.01983,0,0,0,1416.430595,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,4532.577904,0,0,566.572238,0,0,0,0,0,0,4249.291785,0,3682.719547,1983.002833,283.286119,566.572238,0,0
2020,12,Control,400,Medium,0,0,0,0,0,0,0,0,566.572238,0,0,283.286119,0,0,0,0,0,0,4815.864023,0,0,0,283.286119,0,0,849.8583569,0,3682.719547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8498.583569,0,0,0,283.286119,0,283.286119,0,0,0,9631.728045,0,2832.86119,4815.864023,283.286119,0,0,283.286119
2020,12,Herbicide,400,Medium,0,0,283.286119,0,0,283.286119,0,0,566.572238,0,0,0,0,0,0,0,0,0,2832.86119,0,0,0,283.286119,0,0,566.572238,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,3399.433428,0,0,0,566.572238,0,566.572238,0,0,283.286119,13597.73371,283.286119,1699.716714,283.286119,566.572238,0,0,0
2020,13,Control,400,Medium,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,849.8583569,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,283.286119,0,0,0,0,0,13881.01983,0,0,0,0,0,0,0,0,0,3399.433428,283.286119,4532.577904,566.572238,283.286119,0,0,0
2020,13,Herbicide,400,Medium,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,849.8583569,0,0,0,0,283.286119,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,7932.011331,0,0,566.572238,0,283.286119,0,0,0,0,6798.866856,0,1699.716714,566.572238,0,0,0,0
2020,14,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515.580737,0,0,283.286119,0,0,1416.430595,0,0,0,3399.433428,0,566.572238,1133.144476,283.286119,0,0,0
2020,14,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,5099.150142,0,0,283.286119,0,0,6232.294618,0,0,0,3116.147309,566.572238,849.8583569,283.286119,0,0,0,0
2020,15,Control,600,High,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915.014164,0,0,0,0,0,2266.288952,0,0,0,4532.577904,0,1983.002833,1699.716714,0,0,0,0
2020,15,Herbicide,600,High,0,0,0,0,0,0,0,849.8583569,0,0,283.286119,0,0,0,283.286119,0,0,0,283.286119,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,8498.583569,0,0,0,0,283.286119,1983.002833,0,0,0,5665.72238,0,4815.864023,849.8583569,0,1416.430595,0,0
2020,16,Control,100,Low,0,0,283.286119,0,0,0,0,0,283.286119,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4815.864023,0,0,0,0,0,0,0,0,0,1699.716714,0,1133.144476,283.286119,0,0,0,0
2020,16,Herbicide,100,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,283.286119,0,283.286119,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,3116.147309,0,0,0,0,566.572238,849.8583569,0,0,0,1983.002833,0,283.286119,0,0,0,0,0
2020,17,Control,600,High,283.286119,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,283.286119,0,0,283.286119,566.572238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16713.88102,0,0,0,0,283.286119,1983.002833,0,0,0,1983.002833,0,3682.719547,1983.002833,566.572238,0,0,0
2020,17,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4532.577904,0,0,0,0,1699.716714,283.286119,0,0,0,1699.716714,0,849.8583569,283.286119,0,0,0,0
2020,18,Control,900,High,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,283.286119,566.572238,0,0,0,0,0,0,0,0,0,0,0,7082.152975,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,283.286119,0,0,0,13031.16147,0,0,0,0,1699.716714,0,0,0,0,4249.291785,0,3682.719547,2266.288952,849.8583569,0,0,0
2020,18,Herbicide,900,High,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,11898.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8781.869688,0,0,0,0,0,1133.144476,0,0,0,3682.719547,0,1416.430595,1133.144476,0,0,0,0
2020,19,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915.014164,0,0,0,0,0,283.286119,0,283.286119,0,3399.433428,0,849.8583569,283.286119,283.286119,0,0,0
2020,19,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.144476,0,283.286119,283.286119,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,3682.719547,0,0,0,0,0,283.286119,0,0,0,3966.005666,283.286119,0,0,283.286119,0,0,0
2020,20,Control,900,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,0,3966.005666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249.291785,0,0,0,0,283.286119,283.286119,0,0,0,849.8583569,0,2266.288952,849.8583569,566.572238,0,0,0
2020,20,Herbicide,900,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.8583569,283.286119,0,0,0,0,0,0,283.286119,0,0,0,5382.436261,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,3399.433428,0,0,0,0,0,283.286119,0,0,0,0,0,1416.430595,283.286119,283.286119,0,0,0
2021,1,Control,600,High,0,0,0,0,0,0,0,0,566.572238,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,45042.49292,0,0,0,0,0,0,1699.716714,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682.719547,0,0,283.286119,0,4532.577904,0,0,0,0,2266.288952,0,1133.144476,283.286119,0,0,0,0
2021,1,Herbicide,600,High,0,0,0,0,283.286119,0,0,0,566.572238,283.286119,0,0,283.286119,0,0,0,0,0,0,0,0,0,77053.82436,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665.72238,0,0,0,0,283.286119,0,0,0,0,5099.150142,0,849.8583569,0,0,0,0,0
2021,2,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,283.286119,0,0,0,4249.291785,283.286119,0,0,0,0,0,566.572238,0,0,0,0,0,0,283.286119,0,0,0,0,0,566.572238,0,0,9631.728045,0,0,0,0,0,0,0,0,0,2549.575071,0,1983.002833,566.572238,0,0,0,0
2021,2,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8498.583569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11614.73088,0,0,0,0,0,0,0,0,0,566.572238,0,566.572238,0,0,0,0,0
2021,3,Control,400,Medium,0,0,0,283.286119,283.286119,0,0,0,849.8583569,1416.430595,283.286119,0,0,0,0,0,0,0,4532.577904,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,283.286119,0,0,0,0,0,0,0,0,1133.144476,12181.30312,0,0,0,0,0,0,0,0,0,4532.577904,283.286119,566.572238,1133.144476,283.286119,0,0,0
2021,3,Herbicide,400,Medium,0,0,0,283.286119,0,0,0,0,0,849.8583569,566.572238,0,0,0,0,0,0,0,7082.152975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14447.59207,0,0,0,0,0,0,0,0,0,2266.288952,0,2832.86119,566.572238,283.286119,0,2266.288952,0
2021,4,Control,400,Medium,0,283.286119,0,283.286119,283.286119,0,0,0,566.572238,3966.005666,849.8583569,0,0,0,0,0,0,0,9348.441926,0,0,0,283.286119,283.286119,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949.008499,0,0,0,0,283.286119,0,0,0,0,2832.86119,283.286119,2266.288952,1416.430595,283.286119,0,0,0
2021,4,Herbicide,400,Medium,0,0,0,0,0,0,0,0,1416.430595,1416.430595,283.286119,0,0,0,0,0,0,0,9915.014164,0,0,0,566.572238,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,11048.15864,0,0,0,0,0,0,0,0,0,3966.005666,0,1133.144476,0,566.572238,566.572238,0,0
2021,5,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082.152975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,849.8583569,0,0,0,0,0,0,0,0,0,1983.002833,0,283.286119,849.8583569,0,0,283.286119,0
2021,5,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8781.869688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,566.572238,0,849.8583569,283.286119,283.286119,0,0,0
2021,6,Control,600,High,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,11614.73088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10481.5864,0,0,0,0,0,0,0,0,0,1416.430595,0,2549.575071,283.286119,283.286119,0,0,0
2021,6,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,12747.87535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915.014164,0,0,0,0,0,0,0,0,0,2549.575071,0,1983.002833,0,0,0,0,0
2021,7,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7082.152975,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,5382.436261,0,0,0,0,283.286119,0,0,0,0,2549.575071,0,849.8583569,0,0,0,0,0
2021,7,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4532.577904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11898.017,0,0,0,0,0,283.286119,283.286119,0,0,1983.002833,0,1699.716714,283.286119,0,0,0,0
2021,8,Control,400,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.716714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15864.02266,0,0,0,3116.147309,566.572238,0,0,0,0,1416.430595,283.286119,1416.430595,283.286119,0,0,0,0
2021,8,Herbicide,400,Medium,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549.575071,0,0,0,1133.144476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,22096.31728,0,0,0,1133.144476,0,0,0,0,0,2832.86119,566.572238,0,283.286119,0,0,0,0
2021,9,Control,400,Medium,0,0,0,0,0,0,0,0,849.8583569,0,0,0,0,0,0,0,0,0,3399.433428,0,0,0,0,0,0,0,0,0,0,849.8583569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.572238,2832.86119,0,0,0,0,0,0,0,0,0,7082.152975,0,2549.575071,283.286119,0,0,0,0
2021,9,Herbicide,400,Medium,0,283.286119,0,0,0,0,0,0,566.572238,0,0,0,0,0,283.286119,0,0,0,566.572238,0,0,0,1416.430595,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.144476,0,0,0,0,0,0,0,0,0,3682.719547,0,283.286119,283.286119,0,0,0,0
2021,10,Control,100,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,2266.288952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18696.88385,283.286119,0,283.286119,0,0,0,0,0,0,1983.002833,849.8583569,2832.86119,849.8583569,283.286119,0,0,0
2021,10,Herbicide,100,Low,0,0,0,0,0,283.286119,0,0,0,0,0,283.286119,0,0,283.286119,0,0,0,1133.144476,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,15864.02266,0,0,0,0,0,0,0,0,0,1699.716714,566.572238,1699.716714,0,283.286119,0,0,0
2021,11,Control,400,Medium,0,283.286119,0,0,0,0,0,0,849.8583569,283.286119,0,0,0,0,283.286119,0,0,0,8215.29745,0,0,0,283.286119,0,0,0,0,1416.430595,283.286119,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,0,849.8583569,8215.29745,0,0,283.286119,0,0,0,0,0,0,3682.719547,0,3966.005666,849.8583569,0,0,0,0
2021,11,Herbicide,400,Medium,0,0,0,0,0,0,0,0,283.286119,849.8583569,0,0,0,0,0,0,0,0,7365.439093,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099.150142,0,0,0,0,0,0,283.286119,0,0,3399.433428,566.572238,2549.575071,1699.716714,566.572238,283.286119,0,0
2021,12,Control,400,Medium,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,3682.719547,0,0,0,283.286119,0,0,0,0,4532.577904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515.580737,0,0,0,0,0,0,0,0,0,3966.005666,0,1133.144476,1416.430595,283.286119,0,0,0
2021,12,Herbicide,400,Medium,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,283.286119,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4815.864023,0,0,0,0,0,0,0,0,0,6515.580737,0,1699.716714,849.8583569,566.572238,0,283.286119,0
2021,13,Control,400,Medium,0,0,0,0,283.286119,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,11898.017,0,0,0,0,0,849.8583569,0,0,0,3682.719547,283.286119,283.286119,0,0,0,0,0
2021,13,Herbicide,400,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11048.15864,0,0,0,0,0,0,283.286119,0,0,2832.86119,0,1699.716714,566.572238,283.286119,0,0,0
2021,14,Control,600,High,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116.147309,0,0,0,0,0,0,0,0,0,1983.002833,0,566.572238,0,0,0,0,0
2021,14,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.002833,0,0,0,0,0,0,0,0,0,2549.575071,0,283.286119,0,0,0,0,0
2021,15,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,13314.44759,0,0,0,0,0,0,0,0,0,4815.864023,0,849.8583569,0,283.286119,0,0,0
2021,15,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,283.286119,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10764.87252,0,0,0,0,0,283.286119,0,0,0,1133.144476,0,1133.144476,0,283.286119,566.572238,0,0
2021,16,Control,100,Low,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,283.286119,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266.288952,0,0,0,0,0,0,0,0,0,2549.575071,0,283.286119,0,566.572238,0,0,0
2021,16,Herbicide,100,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,4815.864023,0,0,0,0,0,0,0,0,0,283.286119,0,849.8583569,0,283.286119,0,0,0
2021,17,Control,600,High,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,566.572238,0,0,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11331.44476,0,0,0,0,0,0,0,0,0,1133.144476,0,2266.288952,0,0,0,0,283.286119
2021,17,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682.719547,0,0,0,0,566.572238,0,0,0,0,566.572238,0,566.572238,0,0,0,0,0
2021,18,Control,900,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,0,0,0,0,0,0,0,0,1699.716714,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,13597.73371,0,0,0,0,566.572238,0,0,0,0,1983.002833,0,849.8583569,283.286119,0,0,0,0
2021,18,Herbicide,900,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.572238,0,0,0,283.286119,0,0,0,0,0,0,0,4815.864023,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,6798.866856,0,0,0,0,283.286119,0,0,0,0,2832.86119,0,566.572238,0,0,0,0,0
2021,19,Control,600,High,0,0,0,0,0,283.286119,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,13031.16147,0,0,0,0,283.286119,0,0,0,0,1983.002833,0,849.8583569,0,0,0,0,0
2021,19,Herbicide,600,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966.005666,0,0,0,0,0,0,0,0,0,1133.144476,0,283.286119,566.572238,0,0,0,0
2021,20,Control,900,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.286119,0,0,0,0,0,0,0,0,0,0,0,1983.002833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4532.577904,0,0,0,0,0,0,0,0,0,849.8583569,0,566.572238,0,0,0,0,0
2021,20,Herbicide,900,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.002833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399.433428,0,0,0,0,283.286119,0,0,0,0,283.286119,0,283.286119,283.286119,0,0,0,0
